"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"ID.baseMean"	"ID.log2FoldChange"	"ID.lfcSE"	"ID.stat"	"ID.pvalue"	"ID.padj"
"AB_008969_T.1"	847.598636864479	0.755326696968578	0.170719977175654	4.42436034414074	9.67284521529888e-06	0.0277974049426843	847.598636864479	0.755326696968578	0.170719977175654	4.42436034414074	9.67284521529888e-06	0.0277974049426843
"AB_044701_T.1"	87.0586367961531	-4.23041414665954	0.958210188404483	-4.41491250860482	1.01050851048837e-05	0.0277974049426843	87.0586367961531	-4.23041414665954	0.958210188404483	-4.41491250860482	1.01050851048837e-05	0.0277974049426843
"AB_001118_T.1"	49.5560259611715	-1.12301902515534	0.264534273338794	-4.2452685278972	2.18331793633175e-05	0.0465889418309374	49.5560259611715	-1.12301902515534	0.264534273338794	-4.2452685278972	2.18331793633175e-05	0.0465889418309374
"AB_007841_T.1"	111.856644543248	-0.988981485847521	0.231766408422254	-4.26714765344985	1.97988125412483e-05	0.0465889418309374	111.856644543248	-0.988981485847521	0.231766408422254	-4.26714765344985	1.97988125412483e-05	0.0465889418309374
"AB_023831_T.1"	243.653526438598	-1.36387840678632	0.319664581709514	-4.26659218701216	1.98481499641597e-05	0.0465889418309374	243.653526438598	-1.36387840678632	0.319664581709514	-4.26659218701216	1.98481499641597e-05	0.0465889418309374
"AB_024445_T.1"	1400.8224122288	0.515250128358475	0.121587101225514	4.23770386138917	2.25817349074522e-05	0.0465889418309374	1400.8224122288	0.515250128358475	0.121587101225514	4.23770386138917	2.25817349074522e-05	0.0465889418309374
"AB_020879_T.1"	691.556934871756	0.5305773823246	0.125843676561462	4.21616243916289	2.48494795392837e-05	0.0482518423289268	691.556934871756	0.5305773823246	0.125843676561462	4.21616243916289	2.48494795392837e-05	0.0482518423289268
"AB_012934_T.1"	3571.30211521518	0.449062319472085	0.107706655433772	4.16930892212328	3.05524638001678e-05	0.0530808857917653	3571.30211521518	0.449062319472085	0.107706655433772	4.16930892212328	3.05524638001678e-05	0.0530808857917653
"AB_041872_T.1"	126.514706155797	-3.35918553771221	0.805158984019228	-4.17207732185223	3.01835166829922e-05	0.0530808857917653	126.514706155797	-3.35918553771221	0.805158984019228	-4.17207732185223	3.01835166829922e-05	0.0530808857917653
"AB_018867_T.1"	711.571974208502	-1.37025954473948	0.331772244982356	-4.1301210859647	3.62572219788354e-05	0.0544023135236981	711.571974208502	-1.37025954473948	0.331772244982356	-4.1301210859647	3.62572219788354e-05	0.0544023135236981
"AB_028111_T.1"	55.3865173921643	-1.4841874133871	0.35791834499567	-4.14672070917475	3.37271055978917e-05	0.0544023135236981	55.3865173921643	-1.4841874133871	0.35791834499567	-4.14672070917475	3.37271055978917e-05	0.0544023135236981
"AB_030901_T.1"	78.3681121582376	-0.949979199725681	0.229927687971897	-4.131643335803	3.60178984691791e-05	0.0544023135236981	78.3681121582376	-0.949979199725681	0.229927687971897	-4.131643335803	3.60178984691791e-05	0.0544023135236981
"AB_028564_T.1"	71.7695221547807	1.23212507989525	0.300954009466673	4.09406434584049	4.23876593275096e-05	0.0608355058435257	71.7695221547807	1.23212507989525	0.300954009466673	4.09406434584049	4.23876593275096e-05	0.0608355058435257
"AB_021803_T.1"	29.2518807100388	1.95063328986819	0.479104125841462	4.07141826725505	4.67277582100344e-05	0.0642701374380515	29.2518807100388	1.95063328986819	0.479104125841462	4.07141826725505	4.67277582100344e-05	0.0642701374380515
"AB_030731_T.1"	417.225021938142	0.852551604748456	0.210026971781429	4.05924818854071	4.92309659185752e-05	0.0650045673988867	417.225021938142	0.852551604748456	0.210026971781429	4.05924818854071	4.92309659185752e-05	0.0650045673988867
"AB_014823_T.1"	896.492620254866	1.02338165322771	0.253015377792629	4.04474092506136	5.23810169082256e-05	0.0665037449284818	896.492620254866	1.02338165322771	0.253015377792629	4.04474092506136	5.23810169082256e-05	0.0665037449284818
"AB_039085_T.1"	3.60074679667673	-5.19762541432623	1.3087240211007	-3.97152136777834	7.14150936830371e-05	0.0873115645361872	3.60074679667673	-5.19762541432623	1.3087240211007	-3.97152136777834	7.14150936830371e-05	0.0873115645361872
"AB_021303_T.1"	143.663040090543	-0.680075102965812	0.17302383561453	-3.93052841852907	8.47593740508915e-05	0.0932635645806642	143.663040090543	-0.680075102965812	0.17302383561453	-3.93052841852907	8.47593740508915e-05	0.0932635645806642
"AB_030270_T.1"	497.217687728542	2.30396793180835	0.585578364601395	3.9345168317082	8.33642269373081e-05	0.0932635645806642	497.217687728542	2.30396793180835	0.585578364601395	3.9345168317082	8.33642269373081e-05	0.0932635645806642
"AB_031478_T.1"	36.0495976511695	-3.55856421315306	0.904090841692203	-3.93606930747405	8.28270616669041e-05	0.0932635645806642	36.0495976511695	-3.55856421315306	0.904090841692203	-3.93606930747405	8.28270616669041e-05	0.0932635645806642
"AB_002103_T.1"	52.2781187527029	2.34778650163785	0.600327888847419	3.91084030119841	9.19755731650944e-05	0.0979391506509602	52.2781187527029	2.34778650163785	0.600327888847419	3.91084030119841	9.19755731650944e-05	0.0979391506509602
"AB_011919_T.1"	21436.9896804851	0.48081990429491	0.123434855039228	3.89533332495189	9.80637776355646e-05	0.0980934939318178	21436.9896804851	0.48081990429491	0.123434855039228	3.89533332495189	9.80637776355646e-05	0.0980934939318178
"AB_042842_T.1"	3443.42374400536	0.568864968337341	0.14580457427684	3.90155776085073	9.55756490890223e-05	0.0980934939318178	3443.42374400536	0.568864968337341	0.14580457427684	3.90155776085073	9.55756490890223e-05	0.0980934939318178
"AB_016918_T.1"	5725.39779871861	-1.06212275695889	0.273389245838472	-3.88502025272213	0.000102321358277853	0.0985784253614414	5725.39779871861	-1.06212275695889	0.273389245838472	-3.88502025272213	0.000102321358277853	0.0985784253614414
"AB_025585_T.1"	49.3772103888921	-3.63288939497823	0.936348067435886	-3.87984930104742	0.000104521202291743	0.0985784253614414	49.3772103888921	-3.63288939497823	0.936348067435886	-3.87984930104742	0.000104521202291743	0.0985784253614414
